1496840465638680000,50337,-1.47085336,2.353570753,0.715124283,-0.13034388,0.023022763,-0.195756743,0.971678817
1496840465648660000,50338,-1.470647143,2.353248387,0.716432541,-0.132157173,0.026996822,-0.193014231,0.971880219
1496840465658820000,50339,-1.470872998,2.353795672,0.716912571,-0.132416067,0.027471361,-0.193450989,0.971744835
1496840465668820000,50340,-1.471212354,2.354321739,0.717565625,-0.129896339,0.028690073,-0.192295778,0.972278846
1496840465678740000,50341,-1.47137303,2.355130763,0.717014565,-0.131264567,0.024706305,-0.194852617,0.971695256
1496840465688800000,50342,-1.471755909,2.356052657,0.71681976,-0.133288546,0.0211934,-0.196610557,0.97114844
1496840465698820000,50343,-1.471833386,2.356444128,0.717323045,-0.134383437,0.021147446,-0.196522255,0.971016416
1496840465708850000,50344,-1.471709074,2.35658246,0.718625182,-0.133683075,0.024185253,-0.195126413,0.971323629
1496840465718890000,50345,-1.471950196,2.356809254,0.720723123,-0.130967836,0.029741943,-0.191344794,0.972291115
1496840465728830000,50346,-1.471862267,2.357225273,0.721411561,-0.131390035,0.029806767,-0.191352961,0.972230559
1496840465738850000,50347,-1.471786098,2.357891856,0.722392453,-0.133223489,0.03009812,-0.191613512,0.97192071
1496840465748760000,50348,-1.471570086,2.358482257,0.723264949,-0.134296202,0.030521399,-0.191511678,0.97177994
1496840465758750000,50349,-1.471475756,2.359239722,0.724712628,-0.132865953,0.032021106,-0.189557522,0.972311284
1496840465768860000,50350,-1.471086534,2.359824062,0.725915013,-0.135457889,0.031286343,-0.189586146,0.971971923
1496840465778720000,50351,-1.471366388,2.361690103,0.726574964,-0.133621632,0.030218432,-0.193268334,0.971534589
1496840465788820000,50352,-1.471021766,2.363079624,0.728409357,-0.132336497,0.034566976,-0.195951081,0.971027986
1496840465798790000,50353,-1.470603128,2.363812515,0.72968215,-0.134453934,0.033281797,-0.195739773,0.970824599
1496840465808850000,50354,-1.469867816,2.364235254,0.731583647,-0.134212407,0.035233733,-0.19608022,0.970720434
1496840465818580000,50355,-1.469296069,2.363474445,0.73251231,-0.140337889,0.030634383,-0.189304145,0.971355111
1496840465828530000,50356,-1.468743328,2.36429238,0.734057458,-0.142921693,0.029234165,-0.189284772,0.971025246
1496840465838540000,50357,-1.467981307,2.365147607,0.735521951,-0.146411253,0.028479627,-0.190724992,0.970245656
1496840465848520000,50358,-1.467280968,2.366064259,0.737360823,-0.148910776,0.027642071,-0.190032628,0.970025307
1496840465858550000,50359,-1.466536803,2.367884743,0.740211566,-0.146916257,0.033197404,-0.193282011,0.969513079
1496840465868570000,50360,-1.465510178,2.367698396,0.741598939,-0.154429047,0.028688382,-0.187946947,0.969538339
1496840465878540000,50361,-1.464664859,2.368747841,0.743809318,-0.155848073,0.028199171,-0.18759118,0.969394519
1496840465888670000,50362,-1.463899066,2.369742644,0.7458323,-0.157996765,0.027564743,-0.186707528,0.969235527
1496840465898630000,50363,-1.462944421,2.370723354,0.74815974,-0.160426628,0.026802577,-0.186150873,0.968964794
1496840465908670000,50364,-1.461867355,2.371591197,0.750727778,-0.163168085,0.025853754,-0.184834994,0.968784695
1496840465918690000,50365,-1.461149111,2.374084954,0.754100732,-0.158380143,0.029889075,-0.188590389,0.968739407
1496840465928650000,50366,-1.45995398,2.375127925,0.756435219,-0.16438979,0.026324582,-0.18921642,0.96771905
1496840465938680000,50367,-1.458684924,2.375180097,0.758347602,-0.174430639,0.018556261,-0.183829934,0.967179494
1496840465948650000,50368,-1.457731571,2.377245174,0.761346502,-0.173304847,0.019229598,-0.184769266,0.967189729
1496840465958670000,50369,-1.456056739,2.377795138,0.763897782,-0.175186069,0.019710806,-0.180270893,0.967689894
1496840465968670000,50370,-1.454428096,2.378640219,0.766209769,-0.180404649,0.017512006,-0.178325254,0.967133701
1496840465978660000,50371,-1.453085518,2.380157426,0.768648385,-0.183287036,0.018924872,-0.178101541,0.966606204
1496840465988610000,50372,-1.451776093,2.382112348,0.771681967,-0.181382616,0.021373172,-0.179904788,0.966580468
1496840465998640000,50373,-1.450362407,2.383795451,0.77420205,-0.180515297,0.022975341,-0.180103619,0.966669048
1496840466008630000,50374,-1.448852694,2.384997423,0.776490461,-0.183955341,0.023705821,-0.178975142,0.966212381
1496840466018640000,50375,-1.446676866,2.385404613,0.778580891,-0.190033102,0.022197583,-0.17550135,0.965709047
1496840466028640000,50376,-1.445101851,2.386915119,0.780926478,-0.191021424,0.022112839,-0.174801201,0.965642987
1496840466038670000,50377,-1.443738056,2.388806949,0.783613149,-0.188213981,0.023661052,-0.174281275,0.966251359
1496840466048830000,50378,-1.442250885,2.391019197,0.785778037,-0.19082799,0.022200314,-0.177347983,0.965214752
1496840466058850000,50379,-1.440388563,2.392486153,0.788219782,-0.190451234,0.022889288,-0.177151973,0.965309063
1496840466068850000,50380,-1.438989477,2.394113651,0.790192023,-0.191179267,0.020340586,-0.176063645,0.965421328
1496840466078820000,50381,-1.437492389,2.395895142,0.792335503,-0.1927034,0.019487231,-0.175681867,0.965205434
1496840466088840000,50382,-1.435786237,2.397736061,0.794602048,-0.193647452,0.020459927,-0.177332045,0.96469446
1496840466099270000,50383,-1.434208911,2.399326994,0.796650253,-0.194820441,0.019273514,-0.176808588,0.964578794
1496840466108850000,50384,-1.432266296,2.400117594,0.798647668,-0.195335975,0.017159989,-0.172849388,0.965231827
1496840466118840000,50385,-1.430122035,2.40104637,0.800151567,-0.199754362,0.014425074,-0.1722417,0.964480642
1496840466128810000,50386,-1.428287161,2.403928027,0.803088214,-0.190956486,0.024813175,-0.178804365,0.964856946
1496840466138810000,50387,-1.42648979,2.404967589,0.804629772,-0.191692683,0.022981915,-0.175800309,0.96530824
1496840466148790000,50388,-1.424634186,2.406250297,0.806268056,-0.190067042,0.023538582,-0.172921808,0.966135862
1496840466158840000,50389,-1.42265037,2.407318496,0.807909885,-0.189366728,0.026606309,-0.171647457,0.966420973
1496840466168810000,50390,-1.42066227,2.408784888,0.809793813,-0.186614124,0.030614042,-0.17102794,0.966947461
1496840466178800000,50391,-1.418817669,2.409962957,0.811718114,-0.185736151,0.03402816,-0.169082224,0.967344493
1496840466188740000,50392,-1.417218773,2.411506939,0.813463852,-0.183396237,0.038533505,-0.167993748,0.967811495
1496840466198860000,50393,-1.415520939,2.413007844,0.815545485,-0.182196018,0.043270827,-0.168385346,0.967769922
1496840466208860000,50394,-1.414012361,2.414032248,0.817063416,-0.182182223,0.044254441,-0.165027181,0.968306362
1496840466218870000,50395,-1.412347477,2.415830799,0.819206663,-0.179479248,0.049795828,-0.166414066,0.96830467
1496840466228710000,50396,-1.410941466,2.417310756,0.821241984,-0.179457135,0.052247136,-0.165969225,0.968255953
1496840466238720000,50397,-1.40970415,2.418584226,0.822990128,-0.179674461,0.052842177,-0.163813501,0.968550427
1496840466248730000,50398,-1.408263436,2.420101544,0.825136146,-0.180098514,0.055586108,-0.163421646,0.96838426
1496840466258790000,50399,-1.406916973,2.422136296,0.827724555,-0.178285879,0.060453247,-0.165064588,0.968149385
1496840466268730000,50400,-1.405944279,2.423811784,0.829862975,-0.180200482,0.059997092,-0.162398211,0.968274216
1496840466278830000,50401,-1.404880931,2.425594069,0.832308805,-0.182770646,0.060866541,-0.161060629,0.967961584
1496840466288840000,50402,-1.40372653,2.427578864,0.835114033,-0.184335033,0.063329224,-0.161031751,0.967511644
1496840466298820000,50403,-1.402768868,2.429486474,0.837700956,-0.186356465,0.06451167,-0.160016707,0.967214643
1496840466308860000,50404,-1.40179632,2.431481726,0.840479087,-0.188360073,0.066008163,-0.159579695,0.966797666
1496840466318870000,50405,-1.400841884,2.433544404,0.843329941,-0.189912645,0.066757077,-0.159118778,0.96651844
1496840466328770000,50406,-1.400049463,2.435825438,0.846169989,-0.19240907,0.068948662,-0.160005401,0.965724134
1496840466338790000,50407,-1.399250092,2.437850231,0.849003012,-0.194168505,0.069471026,-0.159599463,0.965401668
1496840466348800000,50408,-1.398779541,2.439658858,0.851117867,-0.198545135,0.066873952,-0.155779835,0.96531878
1496840466358820000,50409,-1.397687071,2.441861397,0.854267956,-0.199562985,0.069942516,-0.157792212,0.964564294
1496840466368590000,50410,-1.39677497,2.442953122,0.856295525,-0.204615855,0.0661005,-0.151759291,0.964744626
1496840466378560000,50411,-1.396004868,2.444979412,0.858821441,-0.207143192,0.065319694,-0.151719049,0.964264676
1496840466388560000,50412,-1.395433193,2.447139962,0.861199304,-0.209354709,0.062322329,-0.150953813,0.964105533
1496840466398520000,50413,-1.394974479,2.449441369,0.863420747,-0.210466668,0.060902781,-0.149448989,0.964188588
1496840466408570000,50414,-1.394418687,2.451492811,0.865581951,-0.211393073,0.05768774,-0.148543031,0.964323629
1496840466418600000,50415,-1.393763391,2.453658827,0.867793795,-0.212518071,0.054063981,-0.147168333,0.96449709
1496840466428560000,50416,-1.393498624,2.456431867,0.870064804,-0.210619737,0.052037352,-0.147248431,0.965012611
1496840466438680000,50417,-1.392881008,2.45885441,0.872210781,-0.212012791,0.048634165,-0.146461311,0.965004859
1496840466448550000,50418,-1.391857607,2.461133348,0.874792269,-0.212121846,0.044974778,-0.150761652,0.964495991
1496840466458560000,50419,-1.391112377,2.46381184,0.877013234,-0.213278435,0.043939037,-0.150377997,0.964348551
1496840466468560000,50420,-1.389446197,2.467991712,0.880943061,-0.207327201,0.058355152,-0.159456714,0.96342289
1496840466478540000,50421,-1.389251962,2.468927545,0.881274942,-0.217687284,0.044352623,-0.148010895,0.963710468
1496840466488570000,50422,-1.38808975,2.471527237,0.883363023,-0.219386239,0.044629693,-0.147330865,0.963416569
1496840466498530000,50423,-1.386716002,2.473765502,0.88550516,-0.225028778,0.04421418,-0.145837595,0.962360926
1496840466508580000,50424,-1.385494341,2.476403664,0.88787554,-0.226353164,0.046352616,-0.144492806,0.962152539
1496840466518590000,50425,-1.384141,2.478979299,0.890293523,-0.228603053,0.047404761,-0.143836227,0.9616676
1496840466528550000,50426,-1.382829442,2.481617794,0.892710708,-0.231463957,0.048176942,-0.143842299,0.960943709
1496840466538700000,50427,-1.381432107,2.484236992,0.895338543,-0.233476313,0.050267592,-0.142321373,0.960576185
1496840466548640000,50428,-1.379967878,2.486647294,0.897877693,-0.236126542,0.051059461,-0.142235649,0.959899061
1496840466558690000,50429,-1.378839451,2.489302968,0.900449529,-0.238719484,0.052788145,-0.140671624,0.959394556
1496840466568690000,50430,-1.377434501,2.491762808,0.902904786,-0.241918874,0.054587776,-0.140597406,0.958502896
1496840466578670000,50431,-1.376019824,2.494055857,0.905363296,-0.244729952,0.056696931,-0.139491994,0.957828112
1496840466588690000,50432,-1.374673372,2.496266053,0.907622776,-0.247596743,0.057861987,-0.140386733,0.956890489
1496840466598650000,50433,-1.373421002,2.500247317,0.911073792,-0.240565122,0.069620617,-0.14607882,0.957048781
1496840466608620000,50434,-1.37194025,2.502488577,0.913381806,-0.241839699,0.072132317,-0.146051882,0.956545523
1496840466618700000,50435,-1.370697904,2.50474631,0.915372999,-0.244371263,0.073838645,-0.145844327,0.955803313
1496840466628670000,50436,-1.368514614,2.507262709,0.918603319,-0.241697982,0.081286116,-0.152585339,0.954825831
1496840466638700000,50437,-1.367881977,2.509316975,0.919758944,-0.245091721,0.079977559,-0.147199779,0.954916679
1496840466648650000,50438,-1.366966637,2.51095259,0.920919774,-0.250461888,0.075903614,-0.143378551,0.954437046
1496840466658700000,50439,-1.365446419,2.512955707,0.922861849,-0.251613797,0.078510363,-0.143752796,0.953866738
1496840466668700000,50440,-1.364019894,2.515099133,0.924750447,-0.251908935,0.082036033,-0.144728677,0.953344422
1496840466678670000,50441,-1.362677763,2.516870652,0.926254545,-0.253497383,0.082922225,-0.144782652,0.952838373
