segment_id,sample_index,time_step,is_missing,full_x,full_y,full_z,gru_x,gru_y,gru_z,transformer_x,transformer_y,transformer_z,locf_x,locf_y,locf_z,mice_x,mice_y,mice_z
3,6086,0,1,-1.518451,2.3821518,0.90617925,-1.518451,2.3821518,0.90617925,-1.518451,2.3821518,0.90617925,-1.518451,2.3821518,0.90617925,-1.518451,2.3821518,0.90617925
3,6086,1,1,-1.5182674,2.3822558,0.90643847,-1.5182899,2.3822637,0.9064836,-1.5184357,2.3821957,0.9062568,-1.5182598,2.3823326,0.90643847,-1.5183566,2.3822954,0.90643847
3,6086,2,1,-1.517934,2.382582,0.9069376,-1.5180091,2.3826609,0.90707815,-1.5184067,2.3822458,0.90640956,-1.5179113,2.382694,0.9069376,-1.5182016,2.3825812,0.9069376
3,6086,3,1,-1.517518,2.3831751,0.90762055,-1.5176986,2.3832965,0.9078341,-1.5183753,2.382347,0.9066292,-1.5174804,2.3832808,0.90765005,-1.5179641,2.3830543,0.90761924
3,6086,4,1,-1.5171086,2.3839998,0.9084452,-1.5174314,2.3840568,0.9086671,-1.5183436,2.3825152,0.9069027,-1.5170078,2.384099,0.90853375,-1.5177293,2.3837588,0.9084413
3,6086,5,0,-1.5167934,2.3849597,0.9093984,-1.5172869,2.384851,0.9095608,-1.5183318,2.3827314,0.9072467,-1.5165818,2.3850524,0.9095461,-1.5175852,2.3845983,0.909392
3,6086,6,1,-1.5166478,2.3859403,0.9104878,-1.5173733,2.3856275,0.91051877,-1.5183582,2.3829076,0.9077526,-1.5163254,2.3860826,0.9106946,-1.5176107,2.385501,0.9104789
3,6086,7,1,-1.5167258,2.3868272,0.9117426,-1.5177836,2.3862846,0.91157013,-1.5184442,2.3829417,0.90854084,-1.5162925,2.387075,0.9119875,-1.5178596,2.386352,0.91173565
3,6086,8,1,-1.5170356,2.3875306,0.913188,-1.5185231,2.386725,0.91269594,-1.5186002,2.3828464,0.9095844,-1.5165018,2.3879144,0.91344976,-1.5182294,2.3871598,0.9131873
3,6086,9,0,-1.517541,2.3880172,0.91478306,-1.5194644,2.3870134,0.913847,-1.5188222,2.3826778,0.9108571,-1.516917,2.3885682,0.91506183,-1.5186836,2.3878908,0.9147887
3,6086,10,1,-1.5181917,2.3883045,0.91646206,-1.520514,2.3872201,0.9150615,-1.5190963,2.3824174,0.9123859,-1.5174774,2.3890226,0.916779,-1.5192829,2.3884227,0.91651225
3,6086,11,0,-1.5189443,2.3884535,0.91820127,-1.521649,2.3873904,0.916374,-1.5194002,2.3821082,0.9141426,-1.5181397,2.3893385,0.91857755,-1.5199842,2.388816,0.9183342
3,6086,12,1,-1.5197562,2.3885436,0.9199992,-1.5228388,2.3875897,0.9177602,-1.5197141,2.3818634,0.9160922,-1.5188848,2.3895957,0.92043483,-1.5207311,2.3891506,0.92021483
3,6086,13,1,-1.5205836,2.3886278,0.9218746,-1.5240452,2.387824,0.9192227,-1.5200474,2.3816774,0.9182363,-1.5196687,2.389847,0.92235184,-1.5214796,2.3894794,0.9222062
3,6086,14,1,-1.5213907,2.3887346,0.9238718,-1.5252364,2.3880873,0.92081743,-1.5203992,2.3815958,0.92057395,-1.5204322,2.3901067,0.924373,-1.5222076,2.3898208,0.92435277
3,6086,15,1,-1.5221474,2.3888817,0.9260491,-1.5264127,2.3883903,0.9225985,-1.5207719,2.3816793,0.92308193,-1.5211599,2.3903923,0.9265742,-1.5229071,2.3901925,0.9266794
3,6086,16,1,-1.5228338,2.3890796,0.92846125,-1.5275568,2.3887503,0.9245748,-1.5211825,2.3819118,0.9257709,-1.5218316,2.3907285,0.92898697,-1.523558,2.390615,0.92916596
3,6086,17,1,-1.5234392,2.3893528,0.93114465,-1.5286456,2.3891883,0.9267636,-1.5216101,2.3823228,0.92861915,-1.5224223,2.3911402,0.93164784,-1.5241278,2.3911128,0.9318489
3,6086,18,0,-1.5239611,2.3897326,0.9341047,-1.5296795,2.3897297,0.9291689,-1.5220166,2.38294,0.93158,-1.5229295,2.3916585,0.93458533,-1.5246142,2.3917172,0.9348085
3,6086,19,1,-1.5244081,2.3902473,0.93730795,-1.5306444,2.3903856,0.9317632,-1.5223564,2.383675,0.9346848,-1.5233557,2.3922966,0.9377917,-1.5250616,2.3924222,0.9379705
