segment_id,sample_index,time_step,is_missing,full_x,full_y,full_z,gru_x,gru_y,gru_z,transformer_x,transformer_y,transformer_z,locf_x,locf_y,locf_z,mice_x,mice_y,mice_z
2,3043,0,1,-1.7754185,2.3853102,0.97509056,-1.7754185,2.3853102,0.97509056,-1.7754185,2.3853102,0.97509056,-1.7754185,2.3853102,0.97509056,-1.7754185,2.3853102,0.97509056
2,3043,1,1,-1.7752901,2.3854222,0.97529596,-1.7752975,2.3853006,0.97511756,-1.7753286,2.385323,0.9752842,-1.7752901,2.3854694,0.97527635,-1.7752901,2.3853965,0.9752505
2,3043,2,1,-1.7750112,2.3856814,0.9756933,-1.7750498,2.3853273,0.9752186,-1.7751422,2.3853743,0.9756501,-1.7750205,2.385788,0.9756479,-1.7750344,2.3855953,0.9755984
2,3043,3,0,-1.7745734,2.3861024,0.9762829,-1.7747344,2.3854868,0.97547424,-1.7748244,2.385481,0.9761742,-1.7746016,2.3862686,0.9762118,-1.7746433,2.3859563,0.9761386
2,3043,4,1,-1.7739843,2.3866866,0.97707987,-1.7743955,2.385777,0.9759233,-1.774421,2.3856277,0.97687155,-1.7740313,2.3869138,0.9769745,-1.7741008,2.386484,0.9768748
2,3043,5,1,-1.773263,2.3874242,0.97809494,-1.7740319,2.3861623,0.97654206,-1.7739851,2.385768,0.9777406,-1.7733288,2.3877237,0.977936,-1.773426,2.3871613,0.9777746
2,3043,6,0,-1.7724414,2.3882918,0.9793183,-1.7736443,2.3866572,0.97731835,-1.7734851,2.3859124,0.97875154,-1.772526,2.3886733,0.9790952,-1.7726511,2.3879614,0.97883964
2,3043,7,1,-1.7715591,2.3892503,0.9807138,-1.7732377,2.3872406,0.97825325,-1.7729231,2.3860416,0.9798951,-1.7716626,2.3897376,0.9804509,-1.7718154,2.3888817,0.98005307
2,3043,8,1,-1.7706547,2.3902543,0.9822497,-1.7728388,2.387859,0.97930294,-1.7723422,2.3861158,0.9811661,-1.7707769,2.390871,0.9819715,-1.7709575,2.3898768,0.9813833
2,3043,9,1,-1.7697566,2.3912637,0.9839107,-1.7724775,2.3884814,0.9804198,-1.7717429,2.3861294,0.9825538,-1.7698976,2.3920288,0.98362535,-1.770106,2.390881,0.9828195
2,3043,10,1,-1.7688787,2.3922513,0.98567164,-1.7721636,2.3890922,0.98159826,-1.7711312,2.3860955,0.98404735,-1.7690386,2.3931835,0.9853873,-1.7692747,2.391867,0.98433644
2,3043,11,1,-1.7680333,2.393206,0.9875208,-1.7718942,2.38967,0.982849,-1.7705266,2.3860555,0.98564094,-1.7682029,2.3943052,0.9872376,-1.7684637,2.39282,0.98594165
2,3043,12,1,-1.7672364,2.3941424,0.98948056,-1.7716576,2.3902302,0.9841795,-1.7699237,2.3860223,0.9873318,-1.7673907,2.3954089,0.9891812,-1.7677337,2.393755,0.98759186
2,3043,13,1,-1.7664977,2.3951023,0.9915641,-1.7714783,2.39082,0.9855832,-1.7692937,2.3860068,0.98910934,-1.7666206,2.3965359,0.9912183,-1.7671064,2.3947132,0.98927385
2,3043,14,1,-1.7658099,2.3961399,0.99377054,-1.7713708,2.3914645,0.9870742,-1.7686125,2.386035,0.99096614,-1.7659013,2.3977098,0.9933651,-1.7665299,2.3957465,0.9910523
2,3043,15,1,-1.7651541,2.3973217,0.99610656,-1.7713094,2.3922467,0.988656,-1.7678651,2.3861263,0.992897,-1.7652225,2.3989973,0.9956414,-1.7660342,2.396921,0.99296033
2,3043,16,0,-1.7645193,2.398712,0.9985734,-1.7712747,2.3932517,0.9903187,-1.7670436,2.3862996,0.9949009,-1.7645732,2.4004931,0.99804854,-1.7656082,2.398304,0.9949992
2,3043,17,1,-1.7639074,2.400357,1.0011623,-1.7712628,2.3945115,0.9920523,-1.7661562,2.3865738,0.99697167,-1.7639467,2.4022439,1.0005777,-1.7652049,2.399942,0.99716
2,3043,18,1,-1.7633352,2.4022784,1.0038534,-1.7712761,2.3960161,0.9938306,-1.7652104,2.3869689,0.9991053,-1.7633474,2.404271,1.0032092,-1.7647318,2.4018562,0.9994232
2,3043,19,1,-1.7628187,2.404465,1.006615,-1.7713175,2.3977325,0.99563354,-1.7642106,2.3875055,1.0012784,-1.7627913,2.406563,1.0059301,-1.7642045,2.4040353,1.0017444
2,3043,20,1,-1.762356,2.4068668,1.0094155,-1.7713897,2.399632,0.9974555,-1.7631664,2.3881745,1.0034612,-1.762289,2.4090705,1.0087402,-1.7637311,2.40643,1.0041028
2,3043,21,1,-1.7619423,2.4094071,1.0122225,-1.7715026,2.4016643,0.9992644,-1.7621015,2.388987,1.0056564,-1.7618358,2.4117162,1.0115885,-1.7633001,2.408963,1.0064787
2,3043,22,1,-1.7613978,2.4147758,1.0177418,-1.7719986,2.406062,1.0027298,-1.7600446,2.3912184,1.0099909,-1.7612126,2.4173906,1.0172327,-1.7626944,2.414547,1.0111159
2,3043,23,1,-1.7612302,2.4174979,1.0204856,-1.7723562,2.4082577,1.0044461,-1.7590868,2.3924458,1.0120932,-1.7609937,2.420289,1.0200496,-1.7624545,2.417434,1.0134138
2,3043,24,1,-1.7611594,2.420227,1.0232044,-1.7728313,2.4103951,1.0061681,-1.7582349,2.3937652,1.0141064,-1.7608598,2.4232142,1.0228691,-1.76227,2.4204018,1.0157055
2,3043,25,1,-1.761171,2.4229445,1.0258254,-1.7734013,2.4124923,1.0078546,-1.7575359,2.39515,1.0160444,-1.7608032,2.4261467,1.0256183,-1.762241,2.4234314,1.0179181
2,3043,26,1,-1.7613114,2.4256506,1.0282662,-1.7741197,2.4145496,1.0093987,-1.7570442,2.3965588,1.0179354,-1.7608705,2.4290679,1.0281874,-1.7624141,2.4264495,1.0199505
2,3043,27,1,-1.7616842,2.4283288,1.0305102,-1.7750936,2.4165134,1.0107628,-1.7567514,2.3979774,1.0197451,-1.76117,2.431961,1.0305393,-1.7628195,2.4294398,1.0218018
2,3043,28,1,-1.7624098,2.4309437,1.0326382,-1.7764322,2.4183269,1.0120155,-1.7566364,2.3994045,1.0214447,-1.7618225,2.434791,1.0327547,-1.7635778,2.4323668,1.0235528
2,3043,29,1,-1.7635727,2.433467,1.0347593,-1.7781996,2.419999,1.0132313,-1.7567735,2.4008095,1.023059,-1.762886,2.4375396,1.0349145,-1.7645751,2.4353364,1.0253435
