segment_id,sample_index,time_step,is_missing,full_x,full_y,full_z,gru_x,gru_y,gru_z,transformer_x,transformer_y,transformer_z,locf_x,locf_y,locf_z,mice_x,mice_y,mice_z
4,9129,0,1,-1.4830722,2.5337057,0.9718421,-1.4830722,2.5337057,0.9718421,-1.4830722,2.5337057,0.9718421,-1.4830722,2.5337057,0.9718421,-1.4830722,2.5337057,0.9718421
4,9129,1,1,-1.4831858,2.5336475,0.97186166,-1.4831702,2.5336463,0.97186583,-1.4831913,2.533561,0.97184145,-1.4831861,2.5336475,0.97186166,-1.4831736,2.5336475,0.97186166
4,9129,2,1,-1.4834108,2.5335343,0.9719018,-1.4833742,2.5335002,0.9719063,-1.4834307,2.5332491,0.97183686,-1.4834118,2.5335343,0.9719018,-1.4833744,2.5335343,0.9719018
4,9129,3,1,-1.4837396,2.5333433,0.9719501,-1.4836878,2.53323,0.9719515,-1.4837898,2.5327992,0.9718345,-1.4837412,2.5333433,0.9719501,-1.4836788,2.5333433,0.9719501
4,9129,4,1,-1.484169,2.5330253,0.9719884,-1.4840908,2.5327954,0.97199094,-1.484273,2.532218,0.97184163,-1.4841686,2.5330253,0.9719884,-1.484079,2.5330253,0.9719884
4,9129,5,1,-1.4847122,2.532504,0.97200805,-1.4845806,2.5321674,0.97202337,-1.484873,2.5314422,0.97185814,-1.4847072,2.532504,0.9720077,-1.484588,2.532504,0.9720419
4,9129,6,1,-1.4853929,2.5316808,0.972018,-1.4851793,2.5312464,0.97205913,-1.4855809,2.5304472,0.9718883,-1.4853833,2.5316808,0.97201693,-1.4852345,2.5316808,0.97211957
4,9129,7,1,-1.4862335,2.530452,0.97204125,-1.4859113,2.5299191,0.97211725,-1.4864023,2.5290828,0.97195053,-1.4862192,2.5305007,0.9720395,-1.486041,2.5305123,0.9722106
4,9129,8,1,-1.4872506,2.5287502,0.9721051,-1.486794,2.528103,0.9722162,-1.4873292,2.5271115,0.9720596,-1.4872317,2.5289636,0.97210264,-1.487024,2.529016,0.97234213
4,9129,9,1,-1.4884502,2.5266,0.97222906,-1.4878325,2.5257556,0.97236,-1.4883863,2.5246038,0.9722222,-1.4884284,2.5270698,0.97221917,-1.4881351,2.527395,0.9725038
4,9129,10,1,-1.4898136,2.5241494,0.97242683,-1.4890186,2.5229287,0.9725571,-1.4895909,2.5216177,0.972435,-1.4897903,2.5248191,0.97240263,-1.4893558,2.5257094,0.9727091
4,9129,11,1,-1.4912983,2.5216157,0.9727087,-1.4903224,2.5198429,0.9728168,-1.4909035,2.518232,0.97265446,-1.4912735,2.5224044,0.9726667,-1.4906977,2.523937,0.97299016
4,9129,12,1,-1.4928509,2.5192072,0.97306424,-1.4917135,2.516754,0.9731297,-1.4923021,2.5146632,0.97282547,-1.4928527,2.5201147,0.97301126,-1.4921136,2.5222898,0.97332335
4,9129,13,1,-1.4944174,2.5170937,0.9734493,-1.4931722,2.513853,0.97345275,-1.4937819,2.5109732,0.9729148,-1.4945278,2.5181198,0.97339576,-1.4935567,2.5209374,0.9736729
4,9129,14,1,-1.4959495,2.5153983,0.9738025,-1.494664,2.5112767,0.97373486,-1.4953674,2.5073545,0.9729198,-1.4962224,2.5164933,0.97374845,-1.4949728,2.520047,0.9739906
4,9129,15,1,-1.4974111,2.5142007,0.9740709,-1.4961616,2.5091043,0.9739429,-1.4970458,2.5039637,0.9728507,-1.4978597,2.5153148,0.97401637,-1.4963316,2.5196981,0.97422355
4,9129,16,1,-1.4987884,2.5135338,0.9742219,-1.4976503,2.507364,0.9740556,-1.4988012,2.5008593,0.9726951,-1.4994259,2.514664,0.9741668,-1.497619,2.5198982,0.974339
4,9129,17,1,-1.5000935,2.513377,0.97423655,-1.4991176,2.5060556,0.97406155,-1.5006564,2.4980686,0.97244585,-1.5009199,2.51452,0.97418094,-1.4988344,2.5206263,0.97431815
