segment_id,sample_index,curve,time_step,is_missing,x,y
1,0,Full,0,1,-1.3359947204589844,1.7033861875534058
1,0,Full,1,1,-1.3359953165054321,1.7033318281173706
1,0,Full,2,1,-1.3360003232955933,1.7032296657562256
1,0,Full,3,1,-1.336017370223999,1.7030892372131348
1,0,Full,4,1,-1.336050033569336,1.7029154300689697
1,0,Full,5,1,-1.336098074913025,1.7027114629745483
1,0,Full,6,1,-1.336161494255066,1.7024829387664795
1,0,Full,7,1,-1.3362386226654053,1.702235460281372
1,0,Full,8,1,-1.3363282680511475,1.7019773721694946
1,0,Full,9,1,-1.3364299535751343,1.7017186880111694
1,0,Full,10,1,-1.336543321609497,1.7014694213867188
1,0,Full,11,1,-1.3366668224334717,1.7012373208999634
1,0,Full,12,1,-1.336796760559082,1.7010273933410645
1,0,Full,13,1,-1.3369289636611938,1.7008395195007324
1,0,Full,14,1,-1.3370589017868042,1.700671911239624
1,0,Full,15,1,-1.3371832370758057,1.7005236148834229
1,0,Full,16,1,-1.3372993469238281,1.7003916501998901
1,0,Full,17,1,-1.3374056816101074,1.7002750635147095
1,0,Full,18,1,-1.3375040292739868,1.7001761198043823
1,0,Full,19,1,-1.3375970125198364,1.700096845626831
1,0,Full,20,1,-1.3376860618591309,1.7000389099121094
1,0,Full,21,1,-1.337772250175476,1.7000031471252441
1,0,Full,22,1,-1.3378541469573975,1.6999905109405518
1,0,Full,23,1,-1.3379267454147339,1.7000013589859009
1,0,Full,24,1,-1.3379874229431152,1.7000350952148438
1,0,Full,25,1,-1.3380355834960938,1.7000885009765625
1,0,Full,26,0,-1.3380712270736694,1.7001571655273438
1,0,Full,27,1,-1.3380961418151855,1.7002407312393188
1,0,Full,28,1,-1.3381133079528809,1.7003405094146729
1,0,Full,29,1,-1.338125467300415,1.7004565000534058
1,0,BiLNN,0,1,-1.3359947204589844,1.7033861875534058
1,0,BiLNN,1,1,-1.335993766784668,1.7033265829086304
1,0,BiLNN,2,1,-1.335997462272644,1.7032220363616943
1,0,BiLNN,3,1,-1.3360133171081543,1.7030823230743408
1,0,BiLNN,4,1,-1.3360466957092285,1.7029098272323608
1,0,BiLNN,5,1,-1.3360999822616577,1.7027064561843872
1,0,BiLNN,6,1,-1.3361707925796509,1.702478051185608
1,0,BiLNN,7,1,-1.3362557888031006,1.702231764793396
1,0,BiLNN,8,1,-1.3363534212112427,1.7019761800765991
1,0,BiLNN,9,1,-1.3364627361297607,1.7017204761505127
1,0,BiLNN,10,1,-1.3365838527679443,1.7014750242233276
1,0,BiLNN,11,1,-1.3367152214050293,1.7012512683868408
1,0,BiLNN,12,1,-1.3368533849716187,1.7010523080825806
1,0,BiLNN,13,1,-1.3369942903518677,1.7008765935897827
1,0,BiLNN,14,1,-1.3371336460113525,1.700722575187683
1,0,BiLNN,15,1,-1.337267518043518,1.7005879878997803
1,0,BiLNN,16,1,-1.337393045425415,1.7004708051681519
1,0,BiLNN,17,1,-1.3375087976455688,1.7003728151321411
1,0,BiLNN,18,1,-1.3376165628433228,1.7002947330474854
1,0,BiLNN,19,1,-1.3377188444137573,1.700236201286316
1,0,BiLNN,20,1,-1.3378170728683472,1.7002006769180298
1,0,BiLNN,21,1,-1.3379123210906982,1.7001889944076538
1,0,BiLNN,22,1,-1.3380032777786255,1.7002023458480835
1,0,BiLNN,23,1,-1.3380849361419678,1.7002418041229248
1,0,BiLNN,24,1,-1.3381545543670654,1.7003045082092285
1,0,BiLNN,25,1,-1.3382121324539185,1.7003874778747559
1,0,BiLNN,26,0,-1.3382576704025269,1.7004872560501099
1,0,BiLNN,27,1,-1.338292121887207,1.700601577758789
1,0,BiLNN,28,1,-1.3383182287216187,1.7007310390472412
1,0,BiLNN,29,1,-1.338338017463684,1.7008756399154663
1,0,BiLSTM,0,1,-1.3359947204589844,1.7033861875534058
1,0,BiLSTM,1,1,-1.3359944820404053,1.7033368349075317
1,0,BiLSTM,2,1,-1.33599853515625,1.7032426595687866
1,0,BiLSTM,3,1,-1.3360151052474976,1.703111171722412
1,0,BiLSTM,4,1,-1.3360475301742554,1.7029463052749634
1,0,BiLSTM,5,1,-1.3360952138900757,1.70274817943573
1,0,BiLSTM,6,1,-1.3361573219299316,1.7025208473205566
1,0,BiLSTM,7,1,-1.336233139038086,1.702271819114685
1,0,BiLSTM,8,1,-1.3363218307495117,1.7020107507705688
1,0,BiLSTM,9,1,-1.3364228010177612,1.701748013496399
1,0,BiLSTM,10,1,-1.336535930633545,1.7014940977096558
1,0,BiLSTM,11,1,-1.3366590738296509,1.7012569904327393
1,0,BiLSTM,12,1,-1.3367879390716553,1.7010411024093628
1,0,BiLSTM,13,1,-1.3369179964065552,1.700847864151001
1,0,BiLSTM,14,1,-1.3370447158813477,1.700676679611206
1,0,BiLSTM,15,1,-1.337164282798767,1.7005236148834229
1,0,BiLSTM,16,1,-1.337274193763733,1.7003858089447021
1,0,BiLSTM,17,1,-1.3373730182647705,1.7002630233764648
1,0,BiLSTM,18,1,-1.3374629020690918,1.7001572847366333
1,0,BiLSTM,19,1,-1.3375475406646729,1.7000715732574463
1,0,BiLSTM,20,1,-1.3376284837722778,1.7000060081481934
1,0,BiLSTM,21,1,-1.3377074003219604,1.69996178150177
1,0,BiLSTM,22,1,-1.3377825021743774,1.6999403238296509
1,0,BiLSTM,23,1,-1.33784818649292,1.699941635131836
1,0,BiLSTM,24,1,-1.3379020690917969,1.699964165687561
1,0,BiLSTM,25,1,-1.337944507598877,1.7000041007995605
1,0,BiLSTM,26,0,-1.3379744291305542,1.700057029724121
1,0,BiLSTM,27,1,-1.3379931449890137,1.7001227140426636
1,0,BiLSTM,28,1,-1.3380030393600464,1.700203537940979
1,0,BiLSTM,29,1,-1.3380051851272583,1.7002993822097778
1,0,Hybrid,0,1,-1.3359947204589844,1.7033861875534058
1,0,Hybrid,1,1,-1.3359929323196411,1.7033249139785767
1,0,Hybrid,2,1,-1.3359968662261963,1.70321524143219
1,0,Hybrid,3,1,-1.336010456085205,1.7030725479125977
1,0,Hybrid,4,1,-1.3360390663146973,1.702898383140564
1,0,Hybrid,5,1,-1.3360852003097534,1.7026920318603516
1,0,Hybrid,6,1,-1.3361502885818481,1.702459692955017
1,0,Hybrid,7,1,-1.3362318277359009,1.7022089958190918
1,0,Hybrid,8,1,-1.3363271951675415,1.7019479274749756
1,0,Hybrid,9,1,-1.336436152458191,1.7016860246658325
1,0,Hybrid,10,1,-1.3365586996078491,1.7014336585998535
1,0,Hybrid,11,1,-1.3366953134536743,1.7012003660202026
1,0,Hybrid,12,1,-1.336840271949768,1.7009902000427246
1,0,Hybrid,13,1,-1.3369877338409424,1.7008036375045776
1,0,Hybrid,14,1,-1.3371354341506958,1.700638771057129
1,0,Hybrid,15,1,-1.3372803926467896,1.7004923820495605
1,0,Hybrid,16,1,-1.3374179601669312,1.7003623247146606
1,0,Hybrid,17,1,-1.337545394897461,1.7002493143081665
1,0,Hybrid,18,1,-1.3376644849777222,1.700154185295105
1,0,Hybrid,19,1,-1.3377801179885864,1.7000788450241089
1,0,Hybrid,20,1,-1.3378950357437134,1.7000261545181274
1,0,Hybrid,21,1,-1.3380095958709717,1.6999963521957397
1,0,Hybrid,22,1,-1.338122010231018,1.6999902725219727
1,0,Hybrid,23,1,-1.33822762966156,1.7000094652175903
1,0,Hybrid,24,1,-1.338322401046753,1.7000514268875122
1,0,Hybrid,25,1,-1.3384054899215698,1.7001121044158936
1,0,Hybrid,26,0,-1.3384767770767212,1.7001879215240479
1,0,Hybrid,27,1,-1.3385381698608398,1.7002779245376587
1,0,Hybrid,28,1,-1.3385928869247437,1.700383186340332
1,0,Hybrid,29,1,-1.338642954826355,1.7005027532577515
1,0,GT,0,1,-1.3359947204589844,1.7033861875534058
1,0,GT,1,1,-1.3359947204589844,1.7033861875534058
1,0,GT,2,1,-1.3359947204589844,1.7033861875534058
1,0,GT,3,1,-1.3359947204589844,1.7033861875534058
1,0,GT,4,1,-1.3359947204589844,1.7033861875534058
1,0,GT,5,1,-1.3359947204589844,1.7033861875534058
1,0,GT,6,1,-1.3359947204589844,1.7033861875534058
1,0,GT,7,1,-1.3359947204589844,1.7033861875534058
1,0,GT,8,1,-1.3359947204589844,1.7033861875534058
1,0,GT,9,1,-1.3359947204589844,1.7033861875534058
1,0,GT,10,1,-1.3359947204589844,1.7033861875534058
1,0,GT,11,1,-1.3359947204589844,1.7033861875534058
1,0,GT,12,1,-1.3359947204589844,1.7033861875534058
1,0,GT,13,1,-1.3359947204589844,1.7033861875534058
1,0,GT,14,1,-1.3359947204589844,1.7033861875534058
1,0,GT,15,1,-1.3359947204589844,1.7033861875534058
1,0,GT,16,1,-1.3359947204589844,1.7033861875534058
1,0,GT,17,1,-1.3359947204589844,1.7033861875534058
1,0,GT,18,1,-1.3359947204589844,1.7033861875534058
1,0,GT,19,1,-1.3359947204589844,1.7033861875534058
1,0,GT,20,1,-1.3359947204589844,1.7033861875534058
1,0,GT,21,1,-1.3359947204589844,1.7033861875534058
1,0,GT,22,1,-1.3359947204589844,1.7033861875534058
1,0,GT,23,1,-1.3359947204589844,1.7033861875534058
1,0,GT,24,1,-1.3359947204589844,1.7033861875534058
1,0,GT,25,1,-1.3359947204589844,1.7033861875534058
1,0,GT,26,0,-1.3359947204589844,1.7033861875534058
1,0,GT,27,1,-1.3359947204589844,1.7033861875534058
1,0,GT,28,1,-1.3359947204589844,1.7033861875534058
1,0,GT,29,1,-1.3359947204589844,1.7033861875534058
2,3043,Full,0,1,-1.7754185199737549,2.385310173034668
2,3043,Full,1,1,-1.7753065824508667,2.3855156898498535
2,3043,Full,2,1,-1.7750474214553833,2.385913133621216
2,3043,Full,3,0,-1.7746262550354004,2.386502742767334
2,3043,Full,4,1,-1.7740421295166016,2.3872997760772705
2,3043,Full,5,1,-1.7733045816421509,2.388314723968506
2,3043,Full,6,0,-1.7724370956420898,2.389538049697876
2,3043,Full,7,1,-1.7714786529541016,2.3909335136413574
2,3043,Full,8,1,-1.7704745531082153,2.3924694061279297
2,3043,Full,9,1,-1.7694652080535889,2.3941304683685303
2,3043,Full,10,1,-1.7684776782989502,2.3958914279937744
2,3043,Full,11,1,-1.7675230503082275,2.397740602493286
2,3043,Full,12,1,-1.7665865421295166,2.399700403213501
2,3043,Full,13,1,-1.7656266689300537,2.4017839431762695
2,3043,Full,14,1,-1.7645890712738037,2.4039905071258545
2,3043,Full,15,1,-1.7634072303771973,2.4063265323638916
2,3043,Full,16,0,-1.7620168924331665,2.4087934494018555
2,3043,Full,17,1,-1.7603716850280762,2.4113821983337402
2,3043,Full,18,1,-1.7584501504898071,2.4140734672546387
2,3043,Full,19,1,-1.7562636137008667,2.416835069656372
2,3043,Full,20,1,-1.753861665725708,2.419635534286499
2,3043,Full,21,1,-1.7513214349746704,2.422442674636841
2,3043,Full,22,1,-1.745952844619751,2.427961826324463
2,3043,Full,23,1,-1.743230938911438,2.4307055473327637
2,3043,Full,24,1,-1.7405016422271729,2.433424234390259
2,3043,Full,25,1,-1.7377841472625732,2.4360451698303223
2,3043,Full,26,1,-1.7350780963897705,2.438485860824585
2,3043,Full,27,1,-1.7323999404907227,2.440729856491089
2,3043,Full,28,1,-1.7297848463058472,2.4428577423095703
2,3043,Full,29,1,-1.7272616624832153,2.444978952407837
2,3043,BiLNN,0,1,-1.7754185199737549,2.385310173034668
2,3043,BiLNN,1,1,-1.7752909660339355,2.385481357574463
2,3043,BiLNN,2,1,-1.775010347366333,2.3858299255371094
2,3043,BiLNN,3,0,-1.7745646238327026,2.3863680362701416
2,3043,BiLNN,4,1,-1.773958444595337,2.3871068954467773
2,3043,BiLNN,5,1,-1.773207187652588,2.388050079345703
2,3043,BiLNN,6,0,-1.7723307609558105,2.3891961574554443
2,3043,BiLNN,7,1,-1.7713631391525269,2.3905282020568848
2,3043,BiLNN,8,1,-1.7703514099121094,2.3920164108276367
