segment_id,sample_index,time_step,is_missing,full_x,full_y,gt_x,gt_y,bilnn_x,bilnn_y,bilstm_x,bilstm_y,hybrid_x,hybrid_y
2,3043,0,1,-1.7754185,2.3853102,-1.7754185,2.3853102,-1.7754185,2.3853102,-1.7754185,2.3853102,-1.7754185,2.3853102
2,3043,1,1,-1.7753066,2.3855157,-1.7754185,2.3853102,-1.775291,2.3854814,-1.7752647,2.3854918,-1.7752742,2.385471
2,3043,2,1,-1.7750474,2.3859131,-1.7754185,2.3853102,-1.7750103,2.38583,-1.7749557,2.385851,-1.7749903,2.3858051
2,3043,3,0,-1.7746263,2.3865027,-1.7754185,2.3853102,-1.7745646,2.386368,-1.7744836,2.386395,-1.7745596,2.3863237
2,3043,4,1,-1.7740421,2.3872998,-1.7754185,2.3853102,-1.7739584,2.387107,-1.7738533,2.387136,-1.7739675,2.3870401
2,3043,5,1,-1.7733046,2.3883147,-1.7754185,2.3853102,-1.7732072,2.38805,-1.7730813,2.3880768,-1.7732282,2.387959
2,3043,6,0,-1.7724371,2.389538,-1.7754185,2.3853102,-1.7723308,2.3891962,-1.7721844,2.3892162,-1.772365,2.389079
2,3043,7,1,-1.7714787,2.3909335,-1.7754185,2.3853102,-1.7713631,2.3905282,-1.7711949,2.3905375,-1.7714127,2.390382
2,3043,8,1,-1.7704746,2.3924694,-1.7754185,2.3853102,-1.7703514,2.3920164,-1.7701595,2.392008,-1.7704161,2.391838
2,3043,9,1,-1.7694652,2.3941305,-1.7754185,2.3853102,-1.7693361,2.3936255,-1.7691165,2.3935962,-1.7694155,2.3934145
2,3043,10,1,-1.7684777,2.3958914,-1.7754185,2.3853102,-1.7683475,2.395326,-1.7680962,2.395276,-1.7684557,2.3950775
2,3043,11,1,-1.767523,2.3977406,-1.7754185,2.3853102,-1.767403,2.3971148,-1.7671168,2.3970423,-1.7675638,2.396822
2,3043,12,1,-1.7665865,2.3997004,-1.7754185,2.3853102,-1.7664874,2.399007,-1.7661619,2.3989089,-1.7667228,2.3986669
2,3043,13,1,-1.7656267,2.401784,-1.7754185,2.3853102,-1.7655555,2.401014,-1.7651871,2.4008877,-1.7658876,2.4006271
2,3043,14,1,-1.7645891,2.4039905,-1.7754185,2.3853102,-1.7645452,2.4031458,-1.7641335,2.4029868,-1.764984,2.4027116
2,3043,15,1,-1.7634072,2.4063265,-1.7754185,2.3853102,-1.763388,2.4054112,-1.7629313,2.4052138,-1.7639387,2.404929
2,3043,16,0,-1.7620169,2.4087934,-1.7754185,2.3853102,-1.762016,2.4078128,-1.7615132,2.4075725,-1.7626841,2.4072819
2,3043,17,1,-1.7603717,2.4113822,-1.7754185,2.3853102,-1.7603742,2.410342,-1.7598276,2.410053,-1.7611562,2.4097629
2,3043,18,1,-1.7584502,2.4140735,-1.7754185,2.3853102,-1.7584383,2.412975,-1.75785,2.4126327,-1.7593268,2.4123483
2,3043,19,1,-1.7562636,2.416835,-1.7754185,2.3853102,-1.7562221,2.415672,-1.7555952,2.4152799,-1.7572126,2.4149966
2,3043,20,1,-1.7538617,2.4196355,-1.7754185,2.3853102,-1.7537836,2.4183884,-1.7531214,2.417958,-1.7548736,2.4176702
2,3043,21,1,-1.7513214,2.4224427,-1.7754185,2.3853102,-1.7512089,2.4210963,-1.7505134,2.4206333,-1.7524033,2.420348
2,3043,22,1,-1.7459528,2.4279618,-1.7754185,2.3853102,-1.7457864,2.4264636,-1.745034,2.4259505,-1.7471925,2.4256778
2,3043,23,1,-1.7432309,2.4307055,-1.7754185,2.3853102,-1.7430463,2.4291494,-1.7422684,2.4286156,-1.744571,2.4283478
2,3043,24,1,-1.7405016,2.4334242,-1.7754185,2.3853102,-1.7402971,2.4318154,-1.7394989,2.4312568,-1.7419596,2.4310095
2,3043,25,1,-1.7377841,2.4360452,-1.7754185,2.3853102,-1.7375507,2.4343832,-1.7367353,2.433799,-1.7393489,2.4335847
2,3043,26,1,-1.7350781,2.4384859,-1.7754185,2.3853102,-1.7348136,2.4367638,-1.7339786,2.4361582,-1.7367481,2.4359689
2,3043,27,1,-1.7324,2.4407299,-1.7754185,2.3853102,-1.7321001,2.4389422,-1.7312438,2.438327,-1.7341757,2.4381502
2,3043,28,1,-1.7297848,2.4428577,-1.7754185,2.3853102,-1.7294621,2.4410002,-1.7285746,2.4403899,-1.7317047,2.440211
2,3043,29,1,-1.7272617,2.444979,-1.7754185,2.3853102,-1.7269422,2.4430392,-1.7260115,2.4424038,-1.7293675,2.4422443
