segment_id,sample_index,time_step,is_missing,full_x,full_y,gt_x,gt_y,bilnn_x,bilnn_y,bilstm_x,bilstm_y,hybrid_x,hybrid_y
3,6086,0,1,-1.518451,2.3821518,-1.518451,2.3821518,-1.518451,2.3821518,-1.518451,2.3821518,-1.518451,2.3821518
3,6086,1,1,-1.5183469,2.382411,-1.518451,2.3821518,-1.518294,2.3824184,-1.5182707,2.3824186,-1.5182998,2.382437
3,6086,2,1,-1.5180206,2.3829103,-1.518451,2.3821518,-1.5179306,2.3829222,-1.5178815,2.38292,-1.5179663,2.3829687
3,6086,3,1,-1.5174274,2.383593,-1.518451,2.3821518,-1.5173105,2.3836184,-1.5172331,2.3836005,-1.5173799,2.3836892
3,6086,4,1,-1.5166026,2.3844178,-1.518451,2.3821518,-1.5164502,2.384457,-1.5163422,2.3844178,-1.5165538,2.38455
3,6086,5,0,-1.5156429,2.385371,-1.518451,2.3821518,-1.5154483,2.3854127,-1.5153109,2.3853548,-1.5155932,2.3855271
3,6086,6,1,-1.5146621,2.3864603,-1.518451,2.3821518,-1.5144274,2.3865047,-1.5142628,2.3864243,-1.5146201,2.3866386
3,6086,7,1,-1.5137752,2.387715,-1.518451,2.3821518,-1.5135069,2.3877666,-1.513323,2.387656,-1.5137854,2.3879228
3,6086,8,1,-1.5130718,2.3891604,-1.518451,2.3821518,-1.5127691,2.3892162,-1.5125744,2.389082,-1.5131714,2.389401
3,6086,9,0,-1.5125852,2.3907554,-1.518451,2.3821518,-1.5122517,2.3908179,-1.512049,2.3906648,-1.5127991,2.3910291
3,6086,10,1,-1.5122977,2.3924344,-1.518451,2.3821518,-1.5119458,2.3925064,-1.5117338,2.3923368,-1.5126609,2.3927426
3,6086,11,0,-1.5121487,2.3941736,-1.518451,2.3821518,-1.5117812,2.3942378,-1.5115572,2.3940668,-1.5126785,2.3945062
3,6086,12,1,-1.5120586,2.3959715,-1.518451,2.3821518,-1.5116738,2.396013,-1.5114322,2.3958457,-1.5127664,2.396309
3,6086,13,1,-1.5119743,2.397847,-1.518451,2.3821518,-1.5115713,2.3978639,-1.5113043,2.3977,-1.5128583,2.398183
3,6086,14,1,-1.5118674,2.3998442,-1.518451,2.3821518,-1.5114505,2.3998358,-1.5111536,2.399675,-1.51293,2.400175
3,6086,15,1,-1.5117202,2.4020214,-1.518451,2.3821518,-1.511295,2.4019907,-1.5109675,2.40183,-1.5129839,2.4023485
3,6086,16,1,-1.5115224,2.4044335,-1.518451,2.3821518,-1.5110904,2.4043865,-1.5107348,2.4042234,-1.5130156,2.4047678
3,6086,17,1,-1.5112491,2.407117,-1.518451,2.3821518,-1.5108122,2.4070616,-1.5104312,2.406892,-1.5129937,2.4074752
3,6086,18,0,-1.5108693,2.4100769,-1.518451,2.3821518,-1.5104285,2.4100242,-1.5100222,2.4098425,-1.5128806,2.41048
3,6086,19,1,-1.5103545,2.4132802,-1.518451,2.3821518,-1.5099115,2.4132454,-1.509478,2.4130483,-1.5126393,2.4137435
3,6086,20,1,-1.5096779,2.416683,-1.518451,2.3821518,-1.509234,2.4166837,-1.5087699,2.4164703,-1.5122423,2.417225
3,6086,21,1,-1.50882,2.4202518,-1.518451,2.3821518,-1.5083766,2.4202933,-1.5078788,2.4200635,-1.5116711,2.4208834
3,6086,22,1,-1.5077733,2.423952,-1.518451,2.3821518,-1.5073314,2.4240327,-1.506797,2.4237843,-1.5109106,2.4246726
3,6086,23,1,-1.50653,2.4277472,-1.518451,2.3821518,-1.5060892,2.427871,-1.5055155,2.4276016,-1.5099511,2.4285603
3,6086,24,1,-1.5050844,2.4316142,-1.518451,2.3821518,-1.504644,2.431785,-1.5040307,2.4314919,-1.5087882,2.4325225
3,6086,25,1,-1.5034491,2.4355385,-1.518451,2.3821518,-1.5030085,2.4357588,-1.5023552,2.4354353,-1.507432,2.4365427
3,6086,26,1,-1.5016469,2.439506,-1.518451,2.3821518,-1.5012017,2.4397748,-1.5005076,2.4394155,-1.5059018,2.440606
3,6086,27,1,-1.4996943,2.4435077,-1.518451,2.3821518,-1.4992411,2.4438233,-1.498506,2.4434223,-1.5042382,2.444702
3,6086,28,1,-1.4975942,2.4475446,-1.518451,2.3821518,-1.4971318,2.447907,-1.4963564,2.4474607,-1.5024567,2.4488358
3,6086,29,1,-1.4953312,2.451624,-1.518451,2.3821518,-1.4948612,2.4520385,-1.4940429,2.451539,-1.5005344,2.453017
