segment_id,sample_index,time_step,is_missing,gate_mean,lnn_bias,lstm_bias,gate_ch1,gate_ch2,gate_ch3,gate_ch4,gate_ch5,gate_ch6
1,0,0,1,0.10903867334127426,0.10903867334127426,0.8909613266587257,0.2786557376384735,0.025657542049884796,0.019351808354258537,0.04487178474664688,0.16330686211585999,0.1223883181810379
1,0,1,1,0.08003613352775574,0.08003613352775574,0.9199638664722443,0.22430461645126343,0.014079537242650986,0.010230112820863724,0.031143903732299805,0.08987679332494736,0.11058183759450912
1,0,2,1,0.04052997753024101,0.04052997753024101,0.959470022469759,0.056361474096775055,0.004115153569728136,0.0009591207490302622,0.01549878716468811,0.05552414804697037,0.1107211709022522
1,0,3,1,0.043260615319013596,0.043260615319013596,0.9567393846809864,0.06288682669401169,0.003950111102312803,0.0011969393817707896,0.014785817824304104,0.09452354907989502,0.08222043514251709
1,0,4,1,0.06218596175312996,0.06218596175312996,0.93781403824687,0.23798073828220367,0.004197860136628151,0.003858283394947648,0.014157277531921864,0.04354754090309143,0.06937409937381744
1,0,5,1,0.04337383434176445,0.04337383434176445,0.9566261656582355,0.17457044124603271,0.0013453093124553561,0.003781399456784129,0.011750667355954647,0.03601549193263054,0.03277970477938652
1,0,6,1,0.06597987562417984,0.06597987562417984,0.9340201243758202,0.18356451392173767,0.007124021649360657,0.004796789493411779,0.020706629380583763,0.09928897768259048,0.0803983137011528
1,0,7,1,0.03978801891207695,0.03978801891207695,0.960211981087923,0.16138261556625366,0.0012171922717243433,0.004660322330892086,0.013800925575196743,0.02568676508963108,0.03198029100894928
1,0,8,1,0.06474845856428146,0.06474845856428146,0.9352515414357185,0.17712759971618652,0.0072526768781244755,0.004907398484647274,0.021046755835413933,0.09936258941888809,0.07879369705915451
1,0,9,1,0.040411558002233505,0.040411558002233505,0.9595884419977665,0.16791734099388123,0.0011406613048166037,0.004028113558888435,0.01249564066529274,0.025312811136245728,0.0315747931599617
1,0,10,1,0.060692816972732544,0.060692816972732544,0.9393071830272675,0.16713768243789673,0.005971263162791729,0.005609959363937378,0.026960302144289017,0.08833775669336319,0.07013994455337524
1,0,11,1,0.06568223983049393,0.06568223983049393,0.9343177601695061,0.21131852269172668,0.0057696751318871975,0.004928210284560919,0.01800939440727234,0.08334844559431076,0.07071919739246368
1,0,12,1,0.025123247876763344,0.025123247876763344,0.9748767521232367,0.06805074959993362,0.0011135791428387165,0.0011228182120248675,0.011113238520920277,0.025547336786985397,0.043791770935058594
1,0,13,1,0.03298391029238701,0.03298391029238701,0.967016089707613,0.06830475479364395,0.0017311982810497284,0.0011479743989184499,0.010864670388400555,0.07222825288772583,0.04362661391496658
1,0,14,1,0.04155218228697777,0.04155218228697777,0.9584478177130222,0.07207794487476349,0.003719806671142578,0.0012412102660164237,0.015421820804476738,0.08212511986494064,0.07472718507051468
1,0,15,1,0.06955534964799881,0.06955534964799881,0.9304446503520012,0.21865764260292053,0.006975468713790178,0.005527507979422808,0.017715932801365852,0.09081130474805832,0.0776442363858223
1,0,16,1,0.04642057791352272,0.04642057791352272,0.9535794220864773,0.152887761592865,0.001988502684980631,0.004640338942408562,0.014836986549198627,0.07121187448501587,0.032958004623651505
1,0,17,1,0.06602650135755539,0.06602650135755539,0.9339734986424446,0.19873008131980896,0.007002299651503563,0.005642503034323454,0.021464642137289047,0.08352392166852951,0.07979556173086166
1,0,18,1,0.026329033076763153,0.026329033076763153,0.9736709669232368,0.04913725703954697,0.0009689992293715477,0.0006306388531811535,0.006829150021076202,0.06795718520879745,0.03245095536112785
1,0,19,1,0.034235671162605286,0.034235671162605286,0.9657643288373947,0.05968807637691498,0.002555828308686614,0.0009559154277667403,0.013052067719399929,0.0679238885641098,0.061238259077072144
1,0,20,1,0.06775059551000595,0.06775059551000595,0.932249404489994,0.21578562259674072,0.006550549995154142,0.005759844556450844,0.020308028906583786,0.08409261703491211,0.07400690764188766
1,0,21,1,0.04775500297546387,0.04775500297546387,0.9522449970245361,0.15394574403762817,0.0021102188620716333,0.005745469126850367,0.019101494923233986,0.07280788570642471,0.03281920775771141
1,0,22,1,0.06049621105194092,0.06049621105194092,0.9395037889480591,0.17334823310375214,0.005846256855875254,0.004876988474279642,0.021749673411250114,0.08609732240438461,0.07105877995491028
1,0,23,1,0.06680598855018616,0.06680598855018616,0.9331940114498138,0.184499129652977,0.007334718946367502,0.006591795012354851,0.02735954523086548,0.0995187759399414,0.0755319744348526
1,0,24,1,0.04368774592876434,0.04368774592876434,0.9563122540712357,0.1640627682209015,0.0016463708598166704,0.005665283650159836,0.017771489918231964,0.03865570202469826,0.03432484343647957
1,0,25,1,0.05495275929570198,0.05495275929570198,0.945047240704298,0.18756574392318726,0.004040982108563185,0.0036181043833494186,0.01474645547568798,0.04837817698717117,0.07136708498001099
1,0,26,0,0.06870385259389877,0.06870385259389877,0.9312961474061012,0.20696239173412323,0.006658200174570084,0.007297331467270851,0.023049496114253998,0.1012256070971489,0.06703010201454163
1,0,27,1,0.032742492854595184,0.032742492854595184,0.9672575071454048,0.05749666690826416,0.0011453578481450677,0.0007573997136205435,0.007329062558710575,0.09878920763731003,0.03093726374208927
1,0,28,1,0.05124311149120331,0.05124311149120331,0.9487568885087967,0.08541183173656464,0.007158015854656696,0.0018482095329090953,0.022425498813390732,0.07450292259454727,0.11611219495534897
1,0,29,1,0.08891943097114563,0.08891943097114563,0.9110805690288544,0.2788172662258148,0.012452103197574615,0.010061521083116531,0.026843950152397156,0.10568125545978546,0.09966051578521729
2,3043,0,1,0.10630732029676437,0.10630732029676437,0.8936926797032356,0.27880316972732544,0.023965708911418915,0.00989970937371254,0.025993587449193,0.14134560525417328,0.1578361541032791
2,3043,1,1,0.07594086974859238,0.07594086974859238,0.9240591302514076,0.22422944009304047,0.009754805825650692,0.00607777014374733,0.016730859875679016,0.09438905119895935,0.10446327179670334
2,3043,2,1,0.09384129196405411,0.09384129196405411,0.9061587080359459,0.2169128954410553,0.015735825523734093,0.0030120080336928368,0.013766583986580372,0.19065749645233154,0.12296292930841446
2,3043,3,0,0.06970099359750748,0.06970099359750748,0.9302990064024925,0.17907670140266418,0.009905819781124592,0.0046659111976623535,0.01821882277727127,0.09396011382341385,0.11237859725952148
2,3043,4,1,0.054290641099214554,0.054290641099214554,0.9457093589007854,0.1824130415916443,0.003989611752331257,0.004740315489470959,0.0141460495069623,0.04564483463764191,0.07481002062559128
2,3043,5,1,0.027369780465960503,0.027369780465960503,0.9726302195340395,0.04528611898422241,0.0015108255902305245,0.0004496468463912606,0.006181751377880573,0.04851224273443222,0.06227809190750122
2,3043,6,0,0.07418978214263916,0.07418978214263916,0.9258102178573608,0.20224429666996002,0.010125718079507351,0.004988516215234995,0.01963626965880394,0.09780321270227432,0.1103406697511673
2,3043,7,1,0.0444544292986393,0.0444544292986393,0.9555455707013607,0.18443886935710907,0.001324303331784904,0.0037283659912645817,0.010782654397189617,0.026305437088012695,0.04014696925878525
2,3043,8,1,0.03848293796181679,0.03848293796181679,0.9615170620381832,0.04538834095001221,0.003194558434188366,0.0004058361810166389,0.008760042488574982,0.08310069888830185,0.0900481715798378
2,3043,9,1,0.04349130392074585,0.04349130392074585,0.9565086960792542,0.1805841028690338,0.0013534853933379054,0.0029802618082612753,0.00923292525112629,0.028496379032731056,0.03830065578222275
2,3043,10,1,0.06035318970680237,0.06035318970680237,0.9396468102931976,0.17779776453971863,0.004909282550215721,0.00219873059540987,0.012654691934585571,0.09092451632022858,0.07363413274288177
2,3043,11,1,0.06108713150024414,0.06108713150024414,0.9389128684997559,0.17792710661888123,0.004993018228560686,0.0025430188979953527,0.013012421317398548,0.09608223289251328,0.07196496427059174
2,3043,12,1,0.035437699407339096,0.035437699407339096,0.9645623005926609,0.04496040195226669,0.0017076651565730572,0.0003622165531851351,0.007222991436719894,0.10706654191017151,0.051306385546922684
2,3043,13,1,0.05904865264892578,0.05904865264892578,0.9409513473510742,0.19432416558265686,0.0031296932138502598,0.0033752231393009424,0.011159335263073444,0.09224499762058258,0.050058525055646896
2,3043,14,1,0.0518755204975605,0.0518755204975605,0.9481244795024395,0.17317283153533936,0.003639754606410861,0.003250780748203397,0.013983144424855709,0.0341157428920269,0.0830908715724945
2,3043,15,1,0.06213763728737831,0.06213763728737831,0.9378623627126217,0.17063701152801514,0.005106080789119005,0.0038601900450885296,0.013968740589916706,0.1094006672501564,0.06985316425561905
2,3043,16,0,0.06410262733697891,0.06410262733697891,0.9358973726630211,0.18624314665794373,0.005977788474410772,0.005894300062209368,0.016852859407663345,0.09184929728507996,0.07779833674430847
2,3043,17,1,0.045664798468351364,0.045664798468351364,0.9543352015316486,0.05818115919828415,0.004569149110466242,0.0009500943124294281,0.009336217306554317,0.10348114371299744,0.09747102856636047
2,3043,18,1,0.07673130184412003,0.07673130184412003,0.92326869815588,0.20778492093086243,0.011293440125882626,0.006456420756876469,0.015827063471078873,0.10201768577098846,0.11700830608606339
2,3043,19,1,0.038976456969976425,0.038976456969976425,0.9610235430300236,0.056939877569675446,0.0034843594767153263,0.001129541895352304,0.008868965320289135,0.08388954401016235,0.07954646646976471
2,3043,20,1,0.06166732683777809,0.06166732683777809,0.9383326731622219,0.23583342134952545,0.003197962883859873,0.00468653766438365,0.007287314627319574,0.0684058889746666,0.05059284716844559
2,3043,21,1,0.04821668937802315,0.04821668937802315,0.9517833106219769,0.06310407817363739,0.005688228644430637,0.0009937003487721086,0.01350435521453619,0.09692323207855225,0.1090865358710289
2,3043,22,1,0.03048035316169262,0.03048035316169262,0.9695196468383074,0.07997182011604309,0.001634931773878634,0.0013969496358186007,0.01067301444709301,0.036463413387537,0.052741993218660355
2,3043,23,1,0.08872798085212708,0.08872798085212708,0.9112720191478729,0.2598760426044464,0.013536306098103523,0.00220773764885962,0.011060346849262714,0.11358097940683365,0.1321064978837967
2,3043,24,1,0.05660030245780945,0.05660030245780945,0.9433996975421906,0.20831912755966187,0.0032565025612711906,0.003434656886383891,0.01156260073184967,0.04751783236861229,0.06551110744476318
2,3043,25,1,0.045115094631910324,0.045115094631910324,0.9548849053680897,0.0534074530005455,0.0044682822190225124,0.0008068898459896445,0.010760871693491936,0.10464850068092346,0.0965985506772995
2,3043,26,1,0.07871368527412415,0.07871368527412415,0.9212863147258759,0.2445417046546936,0.009127132594585419,0.006045834627002478,0.013662854209542274,0.11153070628643036,0.08737383782863617
2,3043,27,1,0.06337439268827438,0.06337439268827438,0.9366256073117256,0.2393864244222641,0.003290865570306778,0.006513862870633602,0.011247895658016205,0.07696903496980667,0.04283829405903816
2,3043,28,1,0.08605804294347763,0.08605804294347763,0.9139419570565224,0.0592351034283638,0.014899194240570068,0.0006487116334028542,0.013830634765326977,0.2301170527935028,0.1976175606250763
2,3043,29,1,0.11505236476659775,0.11505236476659775,0.8849476352334023,0.32813549041748047,0.025519562885165215,0.00883243978023529,0.03384041786193848,0.11577103286981583,0.17821520566940308
3,6086,0,1,0.07940516620874405,0.07940516620874405,0.920594833791256,0.1524616926908493,0.01925305463373661,0.00282335770316422,0.036204587668180466,0.0910126343369484,0.17467567324638367
3,6086,1,1,0.08135225623846054,0.08135225623846054,0.9186477437615395,0.14104630053043365,0.012367192655801773,0.001824703300371766,0.01712636649608612,0.20752765238285065,0.10822127759456635
3,6086,2,1,0.049710314720869064,0.049710314720869064,0.9502896852791309,0.13336212933063507,0.005029499065130949,0.0030212753918021917,0.019556840881705284,0.05326074734330177,0.08403139561414719
3,6086,3,1,0.08143231272697449,0.08143231272697449,0.9185676872730255,0.31063538789749146,0.0051768384873867035,0.0068790363147854805,0.012982569634914398,0.0936032310128212,0.05931682884693146
3,6086,4,1,0.0694793164730072,0.0694793164730072,0.9305206835269928,0.2507422864437103,0.0054840343073010445,0.0037567736580967903,0.011232257820665836,0.06989254057407379,0.07576798647642136
3,6086,5,0,0.05870286747813225,0.05870286747813225,0.9412971325218678,0.20533861219882965,0.00374506670050323,0.00417057890444994,0.01455535925924778,0.07148101180791855,0.05292657017707825
3,6086,6,1,0.0333869569003582,0.0333869569003582,0.9666130430996418,0.07598458230495453,0.002497839741408825,0.0009385867160744965,0.015390179120004177,0.033063050359487534,0.07244750112295151
3,6086,7,1,0.04558481648564339,0.04558481648564339,0.9544151835143566,0.09329310059547424,0.0025915561709553003,0.0010634571081027389,0.01813652738928795,0.11395427584648132,0.04446997493505478
3,6086,8,1,0.0374697670340538,0.0374697670340538,0.9625302329659462,0.09129729866981506,0.002848248463124037,0.0009308280423283577,0.019947590306401253,0.03924757242202759,0.07054705917835236
3,6086,9,0,0.06887272745370865,0.06887272745370865,0.9311272725462914,0.24054186046123505,0.005357392597943544,0.0031882929615676403,0.016207637265324593,0.08388787508010864,0.06405329704284668
3,6086,10,1,0.029409656301140785,0.029409656301140785,0.9705903436988592,0.04858078435063362,0.0013332486851140857,0.0005421250243671238,0.007473599165678024,0.08210894465446472,0.03641923889517784
